FanID,Age
233595,44
233597,75
233599,69
233605,81
233607,80
233609,73
233616,77
233622,53
233634,61
234835,49
234837,80
234862,79
234876,55
234878,49
234881,78
234894,63
234896,73
234902,71
234904,77
234905,85
234910,75
234915,80
234920,75
234922,69
234931,80
234935,71
234943,74
234947,66
234948,66
234951,87
234952,53
234965,73
234967,82
234974,76
234987,71
234991,72
234993,66
234994,62
234995,77
234997,78
235004,82
235009,83
235013,70
235017,83
235020,78
235021,66
235024,39
235029,65
235033,60
235034,55
235035,59
235036,71
235039,63
235043,82
235046,65
235063,76
235066,47
235070,79
235085,69
235087,72
235093,58
235094,65
235103,62
235115,72
235121,76
235125,75
235135,73
235137,72
235139,64
235141,84
235144,66
235146,78
235153,65
235162,65
235166,74
235169,81
235171,78
235175,66
235177,62
235185,78
235187,66
235195,65
235197,63
235202,72
235207,77
235213,72
235215,86
235222,62
235224,69
235226,79
235236,65
235242,68
235246,75
235249,74
235260,65
235264,79
235266,63
235268,64
235271,65
235275,66
235277,66
235279,65
235281,69
235285,66
235293,77
235295,64
235297,81
235301,74
235303,63
236671,88
236673,68
236680,84
236703,72
236712,51
236727,80
236749,55
236794,78
236801,61
236841,52
236898,56
236925,48
236955,53
236959,71
236966,47
236973,45
236975,60
236983,44
236990,74
236994,54
237001,92
237004,67
237011,75
237017,68
237023,75
237025,69
237027,71
237033,76
237042,69
237044,68
237046,69
237058,77
237070,76
237072,70
237075,65
237078,68
237080,78
237094,74
237096,62
237099,81
237106,73
237116,88
237126,74
237127,66
237128,70
237130,70
237133,80
237137,85
237142,80
237149,92
237157,58
237167,63
237171,64
237172,48
237182,85
237186,69
237195,80
237199,69
237214,76
238576,84
238582,76
238595,79
238611,76
238621,78
238623,76
238646,74
238648,96
238657,77
238663,73
238670,84
238673,66
238684,66
238689,67
238691,78
238733,75
238741,61
238761,78
238771,79
238776,78
238782,61
238788,65
238793,72
238800,67
238803,60
238819,72
238822,69
238828,64
238831,68
238841,70
238844,73
238857,77
238858,64
238859,64
238861,66
238867,65
238871,85
238878,94
238885,99
238899,71
238907,74
238930,74
238932,66
238949,67
238952,78
238955,67
238959,84
238961,84
238964,79
238967,63
238969,47
238972,71
238980,67
238983,79
238990,69
238996,93
239009,87
239011,86
239020,64
239022,79
239025,68
239040,68
239046,46
239047,66
239084,84
239090,80
239092,66
239099,63
239101,64
239120,72
239121,75
240477,67
240493,78
240499,70
240502,64
240506,78
240508,80
240517,70
240520,67
240523,71
240524,47
240525,70
240527,78
240535,77
240537,78
240541,70
240546,71
240551,71
240560,80
240561,66
240564,71
240572,71
240575,69
240579,79
240586,84
240588,80
240591,77
240593,88
240595,76
240605,81
240611,66
240620,48
240622,94
240631,78
240635,75
240637,53
240645,84
240651,78
240653,80
240659,66
240661,65
240667,75
240669,65
240670,76
240677,79
240679,94
240684,72
240694,74
240697,90
240703,81
240706,66
240709,53
240722,75
240732,76
240735,79
240736,60
240739,45
240743,73
240748,64
240750,63
240752,88
240754,64
240761,67
240766,76
240768,70
240791,76
240793,72
240795,79
240797,65
240801,86
240807,70
240809,66
240811,74
240817,88
240822,67
240827,66
240832,74
240834,71
240839,67
240844,63
240854,65
240859,64
240861,80
240865,78
240869,66
240872,81
240874,78
240884,69
240885,73
240886,79
240896,87
240898,65
240905,64
240910,84
240911,70
240912,71
240914,65
240919,76
240922,87
240931,70
240932,72
240935,70
240937,51
240942,67
240948,69
240952,67
240960,74
240964,90
240970,69
240972,66
240980,65
240987,77
240993,81
241009,61
241014,49
241015,79
241017,67
242619,64
242638,86
242644,85
242652,79
242658,48
242672,62
242679,76
242680,79
242686,71
242710,61
242733,56
242734,82
242755,97
242761,66
242766,65
242785,69
242787,75
242791,66
242794,67
242808,87
242812,78
242818,65
242822,98
242830,67
242839,76
242843,68
242848,68
242851,68
242856,32
242885,63
242889,70
242891,68
244493,75
244494,49
244514,84
244527,81
244534,63
244544,70
244559,48
244560,73
244562,68
244582,80
244587,67
244589,67
244591,54
244593,47
244596,75
244607,78
244625,72
244633,68
244637,68
244639,69
244641,66
244643,73
244646,69
244657,69
244664,84
244677,65
244680,67
244683,70
244687,69
244699,71
244725,80
244757,45
244771,52
246373,67
246375,68
246394,68
246396,58
246401,73
246404,81
246410,69
246416,75
246419,47
246435,72
246439,79
246464,66
246470,69
246482,83
246490,60
246511,93
246519,70
246521,76
246525,66
246530,70
246532,63
246534,73
246539,85
246542,66
246545,75
246546,89
246550,67
246556,76
246560,87
246562,68
246563,60
246564,79
246565,58
246568,69
246569,78
246576,66
246589,81
246593,64
246595,74
246610,93
246625,54
246635,46
248250,70
248251,61
248253,74
248256,45
248259,65
248265,72
248269,68
248278,70
248280,64
248283,51
248285,78
248287,65
248298,67
248301,75
248311,66
248315,64
248317,83
248319,86
248324,74
248331,85
248338,49
248348,74
248349,78
248357,65
248362,66
248368,65
248372,68
248375,69
248377,83
248391,74
248393,63
248395,71
248401,64
248423,75
248427,70
248431,74
248446,48
248447,62
248449,72
248451,84
248464,79
248465,63
248468,57
248471,66
248473,83
248479,64
248481,55
248498,74
248503,78
248508,57
248517,73
248519,71
248523,72
250113,84
250114,61
250120,64
250122,69
250125,73
250127,81
250129,68
250136,74
250138,67
250139,50
250141,67
250144,99
250150,68
250152,90
250154,72
250163,81
250167,67
250169,67
250176,75
250178,60
250182,66
250184,94
250187,83
250199,84
250211,67
250212,72
250213,69
250215,74
250217,74
250221,70
250223,69
250226,67
250229,77
250231,65
250234,64
250238,73
250240,88
250243,66
250245,76
250248,77
250250,70
250253,60
250257,70
250268,75
250276,69
250277,81
250278,70
250280,77
250283,83
250285,79
250287,65
250290,66
250292,82
250302,80
250305,75
250315,73
250320,76
250322,71
250324,80
250335,64
250340,54
250343,72
250349,78
250356,65
250357,87
250361,67
250364,76
250366,61
250375,60
250378,71
250380,76
250384,74
251982,51
251989,89
251994,70
252000,71
252002,66
252016,52
252021,75
252023,71
252029,78
252031,53
252038,71
252042,86
252066,79
252074,70
252076,81
252079,64
252085,64
252087,77
252092,87
252108,75
252117,78
252121,64
252122,67
252123,74
252125,73
252128,66
252130,70
252132,66
252135,72
252136,55
252139,86
252140,67
252144,65
252146,81
252147,78
252152,65
252160,71
252162,62
252189,38
252202,65
252204,71
252207,80
252209,77
252219,68
252221,65
252224,66
252228,66
252234,93
252236,83
253840,37
253843,68
253845,75
253847,65
253857,67
253859,78
253866,67
253870,67
253876,69
253894,45
253912,69
253922,48
253927,68
253931,49
253933,56
253948,71
253951,70
253952,65
253953,67
253954,71
253964,80
253975,76
253982,56
253983,72
253984,64
253986,81
253988,63
253989,63
253991,69
253995,68
254008,64
254009,74
254012,81
254019,52
254024,64
254031,80
254033,67
254049,81
254051,81
254064,66
254073,84
254076,73
254080,63
254087,48
254094,83
254096,73
254100,63
255701,74
255703,68
255707,83
255709,67
255712,67
255716,85
255721,80
255725,68
255727,77
255728,52
255731,69
255739,70
255741,68
255747,55
255749,65
255753,74
255755,65
255756,41
255761,68
255763,41
255768,67
255770,77
255771,70
255775,64
255779,74
255786,65
255787,77
255793,83
255797,64
255798,49
255802,66
255803,49
255806,63
255810,69
255814,64
255819,93
255825,73
255827,65
255829,78
255833,74
255839,67
255860,38
255871,52
255872,65
255878,68
255879,78
255881,79
255883,77
255891,67
255903,56
255916,85
255918,84
255924,67
255925,64
255934,56
255938,72
255950,78
255953,68
255960,77
255963,71
256466,41
257329,66
257330,71
257331,79
257337,71
257338,79
257339,71
257344,67
257347,89
257351,67
257357,82
257368,72
257370,72
257380,68
257382,91
257389,66
257391,77
257395,77
257397,74
257399,56
257406,73
257408,64
257413,50
257418,68
257422,59
257424,74
257429,76
257435,65
257437,63
257441,64
257444,64
257446,79
257450,77
257459,75
257460,69
257461,54
257465,64
257469,74
257483,66
257486,65
257488,63
257490,67
257492,64
257494,74
257498,68
257500,63
257508,47
257515,70
257517,60
257526,64
257530,65
257532,65
257534,70
257538,65
257540,70
257551,75
257552,94
257557,73
257561,69
257563,82
257568,68
257572,85
257575,87
257576,75
257579,65
257580,51
257590,92
257594,74
257595,46
259191,75
259193,71
259201,63
259220,66
259223,78
259227,69
259233,86
259239,86
259256,73
259258,76
259259,63
259266,73
259284,69
259295,67
259305,72
259307,68
259309,67
259311,68
259315,76
259326,70
259329,85
259342,72
259353,65
259356,95
259363,71
259368,78
259372,69
259381,65
259385,73
259392,67
259400,72
259401,49
259404,77
259407,88
259411,67
259427,75
259429,70
259444,79
259455,82
259472,65
259477,64
259485,73
259493,73
259501,72
259502,46
259510,64
259514,68
259516,67
259524,34
259529,81
259539,73
259541,66
259543,87
259547,70
259550,79
259565,64
259566,49
259567,72
259573,43
259589,64
261080,81
261088,51
261090,77
261095,50
261097,50
261098,75
261100,69
261101,89
261105,78
261108,78
261110,44
261116,82
261122,79
261134,64
261136,69
261139,65
261142,70
261162,73
261177,80
261181,65
261183,71
261188,68
261190,75
261192,97
261194,84
261197,55
261216,74
261222,65
261251,72
261255,62
261260,79
261272,71
261274,74
261297,65
261301,75
261307,63
261309,79
261310,58
261313,64
261315,82
261318,83
261320,86
261337,56
261338,76
261347,73
261378,82
261383,65
261394,75
261403,65
261411,78
261413,67
261416,68
266536,26
284821,31
301459,32
316512,61
324800,27
334456,43
348754,24
348759,24
348824,24
348948,24
350419,24
350499,24
352140,24
352640,27
354041,24
357907,26
359470,26
363439,29
365565,27
366495,24
366517,24
368382,24
368399,24
369201,27
369974,25
370038,24
370546,29
373343,24
373460,24
374286,27
375063,24
376814,27
378254,25
380831,26
382127,26
382668,36
383202,26
383255,25
386585,26
386693,25
386723,25
386851,25
386927,24
388445,25
390271,25
392232,25
393671,31
395815,25
395824,25
396788,26
397300,26
397761,26
397825,26
398499,28
398593,26
401337,23
402708,27
402720,26
402901,22
402903,24
403236,22
404629,22
404712,24
405158,23
405358,24
405361,23
406240,24
406950,23
408499,23
408584,23
408664,23
409874,23
409962,24
410155,24
410179,23
410216,23
410474,23
410667,25
410677,23
410682,24
410685,24
410796,23
411239,38
411615,46
411703,23
411729,22
411855,22
411901,24
411915,23
412050,23
412077,23
412269,23
412299,24
412477,23
412975,23
412996,24
413324,24
413453,23
413516,22
413532,21
413543,23
413614,22
413768,26
413776,24
413789,23
413845,23
414100,23
414152,23
415222,22
415268,22
415288,65
415458,25
415536,25
415848,23
415856,23
416127,28
416791,24
416807,23
416816,23
416824,24
417009,21
417047,23
417100,23
417125,22
417164,22
417408,23
417701,23
418282,41
418679,26
418736,22
418795,22
418840,23
418850,22
418881,22
418884,22
418916,22
419147,26
419253,23
419324,23
419334,23
419536,24
419590,24
419744,26
420631,22
420683,23
420692,25
420778,24
420987,23
420998,23
421019,23
421044,23
421092,23
421149,24
421922,27
422258,23
422265,22
422277,22
422291,22
422373,23
422409,23
422543,33
422620,25
422695,23
422775,24
423769,24
424013,22
424016,23
424030,22
424137,22
424148,22
424170,22
424364,25
424500,23
425208,26
425508,25
425717,23
425894,22
426194,23
426197,24
426325,23
426327,24
426354,23
426381,23
427165,24
427253,25
427345,24
427943,23
427982,23
427986,23
428005,23
428265,23
428355,22
428363,22
429214,23
429448,25
429590,23
429771,24
429798,23
430142,26
430854,23
431063,24
431367,23
431384,23
431462,24
431481,23
431518,23
431593,22
431739,22
432043,22
432088,22
432704,24
432738,24
433423,24
434103,24
434777,60
434785,54
434794,61
434824,32
434852,33
434872,29
434925,34
435234,65
435238,77
435247,48
435273,74
435283,49
435292,74
435299,42
435300,63
435303,77
435304,65
435307,66
435320,75
435321,80
435346,76
435350,74
435357,48
435373,69
435383,76
435393,77
435415,52
435426,80
435437,76
435439,78
435443,77
435444,71
435447,78
435454,66
435457,78
435459,67
435462,68
435463,83
435471,68
435473,69
435481,74
435717,25
435964,24
436035,22
436618,26
436957,25
437045,70
437051,86
437057,51
437065,68
437069,76
437080,67
437082,64
437084,63
437090,74
437100,72
437103,41
437107,73
437115,75
437119,77
437125,71
437127,62
437132,70
437133,58
437139,82
437142,81
437151,78
437156,73
437175,69
437178,64
437184,42
437186,63
437191,63
437192,77
437199,57
437205,64
437220,64
437222,80
437226,62
437227,41
437228,73
437240,65
437245,49
437249,47
437258,82
437260,80
437287,83
437324,23
437339,22
437381,22
437899,24
438545,26
438843,68
438844,69
438848,64
438849,64
438851,40
438853,88
438855,49
438865,72
438871,84
438873,65
438879,84
438881,54
438898,63
438901,49
438906,71
438908,77
438910,81
438922,72
438923,54
438931,71
438933,87
438936,42
438964,73
438975,61
438979,84
438983,67
438992,92
438997,79
439014,66
439036,72
439059,85
439060,82
439066,66
439072,66
439074,41
439080,74
439088,76
439093,65
439313,22
439557,24
439614,22
439630,22
439877,25
439968,32
440650,54
440712,75
440719,84
440725,76
440727,52
440732,66
440736,45
440744,52
440748,72
440750,63
440751,63
440757,81
440760,68
440763,47
440764,83
440772,64
440785,74
440788,66
440796,81
440800,55
440804,71
440809,56
440812,51
440814,66
440817,81
440826,90
440837,66
440842,80
440846,88
440847,62
440855,56
440868,78
440878,77
440888,62
440890,77
440895,73
440901,73
440988,40
441001,24
441166,23
441270,23
441442,24
441555,24
442054,26
442444,82
442448,50
442485,69
442493,81
442500,55
442509,77
442513,63
442522,77
442525,51
442526,48
442528,68
442531,66
442536,65
442541,81
442546,68
442551,75
442553,73
442561,78
442562,90
442563,72
442568,77
442570,54
442599,73
442601,55
442613,79
442620,86
442622,83
442624,78
442630,84
442635,78
442636,39
442637,50
442644,85
442645,86
442655,72
442657,68
442659,81
442674,57
442697,49
442700,53
442815,22
444274,85
444277,49
444282,66
444288,76
444304,69
444316,86
444323,83
444347,55
444352,67
444357,69
444364,77
444367,68
444380,65
444391,67
444403,61
444410,82
444428,89
444442,65
444446,63
444449,68
444451,57
444458,66
444477,76
444480,67
444490,65
444495,75
444496,71
444503,80
444504,64
444584,22
445118,22
445145,23
445158,22
445644,25
446085,22
446116,23
446189,23
446411,22
446728,55
446893,25
447490,24
447836,22
447870,23
448074,22
448176,22
448344,24
448967,26
449742,73
449834,22
450096,23
450145,24
450248,23
451215,26
451546,22
451565,22
451638,22
451642,23
451732,22
451755,25
452284,25
452370,24
452778,34
453388,23
453463,22
453472,23
453526,22
453695,46
453795,23
453809,23
454079,24
454537,26
455200,22
455256,22
455535,24
455753,25
456558,26
456670,73
456673,68
456682,74
456685,71
456690,62
456695,67
456700,63
456709,84
456715,78
456717,64
456726,76
456732,77
456738,65
456749,74
456755,71
456760,55
456765,71
456767,76
456776,79
456782,71
456786,66
456793,64
456796,83
456802,47
456809,62
456819,66
456824,47
456825,64
456829,42
456840,69
456852,68
456854,73
456858,71
456862,46
456866,83
456870,67
456874,75
456881,64
456883,43
456889,57
456904,66
456908,80
456909,70
456910,69
456918,67
457333,23
458523,78
458529,61
458532,69
458539,42
458540,64
458547,64
458548,54
458558,87
458560,82
458566,66
458575,68
458577,74
458580,78
458582,72
458595,64
458609,64
458613,86
458621,59
458626,70
458628,64
458630,64
458636,63
458638,70
458642,64
458644,62
458648,66
458655,64
458662,62
458665,65
458667,69
458669,65
458676,64
458678,68
458680,69
458687,66
458691,67
458698,81
458704,42
458861,22
459083,23
459843,26
460263,48
460287,72
460290,87
460292,67
460299,65
460310,49
460311,88
460316,63
460317,82
460320,71
460322,63
460329,73
460331,65
460336,72
460338,83
460341,55
460342,72
460345,64
460348,62
460352,64
460356,71
460358,74
460359,44
460362,72
460366,66
460369,74
460383,50
460388,90
460393,69
460395,70
460403,44
460408,58
460409,64
460415,82
460417,76
460422,76
460425,78
460431,66
460435,72
460436,57
460437,80
460439,66
460445,71
460447,56
460523,63
460535,85
460540,71
460542,75
460547,52
460554,84
460563,70
460566,79
460574,42
460576,74
460578,75
460579,59
460580,52
460581,66
460586,56
460601,80
460610,83
460614,86
460643,54
460645,65
460646,40
460670,83
460672,47
460692,62
460693,72
460701,52
460714,52
460721,52
460736,63
460742,75
460745,82
460754,64
460757,91
460760,85
460764,65
460767,50
460770,75
460803,52
460810,47
460831,83
460855,49
460858,58
460877,53
460887,51
460903,73
460905,52
460907,81
460966,58
460972,46
460998,49
460999,59
461016,43
461031,55
461033,66
461043,81
461077,65
461086,60
461092,63
461094,83
461122,81
461139,54
461149,77
461153,61
461169,56
461170,78
461193,81
461220,65
461231,66
461245,42
461257,39
461264,74
461266,65
461268,87
461270,64
461273,68
461299,65
461309,71
461310,45
461327,40
461330,48
461343,52
461353,50
461359,48
461362,45
461366,34
461377,42
461382,64
461386,51
461387,48
461388,60
461394,49
461407,57
461409,65
461416,45
461444,43
461463,52
461469,73
461484,78
461508,59
461522,72
461527,68
461533,51
461584,74
461586,72
461587,39
461589,61
461602,73
461606,53
461629,79
461648,80
461675,78
461677,68
461680,62
461685,64
461687,63
461689,61
461691,68
461703,59
461710,60
461716,91
461724,81
461726,74
461731,63
461773,78
461832,36
461841,32
461842,36
461863,38
461867,74
461870,44
461871,40
461873,35
461875,28
461877,75
461879,53
461880,80
461882,38
461883,77
461884,38
461888,54
461891,28
461892,97
461895,49
461897,61
461899,66
461900,44
461904,32
461905,40
461908,58
461933,59
461950,56
462019,54
462048,45
462053,32
462078,33
462100,58
462110,60
462112,35
462138,31
462143,37
462159,33
462166,40
462170,63
462194,30
462223,55
462227,35
462229,32
462233,34
462235,48
462237,44
462239,34
462244,35
462245,70
462247,61
462268,31
462296,32
462300,55
462309,51
462331,48
462420,29
462475,62
462610,49
462613,67
462617,72
462626,87
462633,64
462638,92
462643,71
462693,69
462701,74
462731,51
462733,71
462765,74
462769,55
462770,49
462774,73
462796,66
462800,54
462802,85
462825,82
462828,74
462837,61
462845,46
462899,83
462905,78
462911,54
462912,59
462915,48
462916,55
462954,76
462986,85
462987,86
463041,94
463043,61
463052,74
463085,65
463106,50
463131,41
463137,50
463141,55
463146,52
463151,42
463159,80
463161,59
463172,44
463174,68
463175,41
463190,64
463198,53
463260,56
463262,65
463272,44
463277,70
463283,74
463308,70
463325,68
463357,43
463364,63
463380,58
463384,78
463393,81
463394,78
463395,72
463403,91
463405,82
463407,64
463409,72
463412,80
463422,64
463472,98
463487,55
463488,67
463492,78
463512,81
463520,78
463527,63
463533,83
463542,65
463559,66
463571,82
463572,76
463575,76
463584,76
463585,63
463590,61
463595,89
463603,65
463623,70
463635,40
463640,37
463644,32
463650,89
463653,58
463658,35
463692,57
463754,38
463843,33
463846,67
463857,58
463874,54
463883,32
463892,32
463894,45
463905,44
463917,67
463923,36
463924,70
463935,67
463944,56
463963,32
463977,44
463992,49
464059,40
464076,31
464084,54
464100,56
464102,44
464109,54
464177,66
464252,55
464302,43
464336,49
464375,33
464422,22
464438,22
464487,22
464538,22
464545,23
464574,23
464587,22
464605,68
464618,47
464629,53
464632,71
464634,44
464635,65
464662,58
464663,52
464667,45
464674,41
464684,63
464699,43
464707,44
464743,71
464755,42
464776,51
464783,64
464791,63
464847,41
464863,42
464880,62
464961,49
464982,75
465007,57
465021,56
465067,36
465075,73
465098,50
465113,51
465118,71
465121,77
465126,41
465132,44
465160,54
465161,40
465162,43
465164,86
465167,70
465176,70
465199,64
465213,42
465220,56
465224,43
465232,85
465249,40
465259,41
465265,39
465287,41
465289,41
465300,44
465325,39
465334,43
465335,47
465352,55
465353,53
465357,72
465365,60
465391,44
465395,61
465406,75
465416,70
465422,62
465440,90
465442,68
465446,77
465458,62
465462,73
465466,57
465470,67
465472,72
465475,65
465476,72
465479,69
465486,82
465491,73
465492,73
465495,67
465496,70
465507,83
465512,62
465520,58
465522,80
465523,60
465529,71
465534,81
465538,70
465543,77
465553,90
465555,77
465559,73
465567,82
465575,66
465587,73
465609,65
465610,50
465617,78
465619,53
465623,86
465628,63
465630,79
465633,67
465637,66
465639,59
465650,84
465652,67
465656,64
465659,77
465689,64
465702,42
465705,34
465707,63
465761,34
465798,64
465819,36
465862,63
465883,37
465894,50
465905,62
465947,54
465968,54
465971,55
465999,45
466001,43
466022,27
466025,32
466026,32
466042,44
466046,49
466047,63
466048,36
466049,38
466051,44
466054,40
466055,31
466056,28
466061,64
466062,46
466079,61
466097,31
466104,53
466105,75
466116,68
466121,53
466127,72
466250,36
466264,33
466330,71
466337,55
466343,72
466416,33
466434,82
466484,22
466655,73
466676,72
466684,50
466699,62
466720,77
466730,65
466731,49
466760,48
466762,44
466768,54
466793,75
466796,53
466827,46
466831,33
466832,32
466896,65
466975,46
466987,78
467000,47
467014,67
467018,40
467037,50
467063,89
467070,84
467071,65
467133,58
467142,76
467161,54
467166,50
467168,67
467172,67
467179,48
467186,55
467189,43
467202,52
467203,59
467207,71
467217,80
467221,55
467222,55
467233,72
467242,62
467336,59
467442,66
467443,65
467445,64
467448,71
467451,66
467456,76
467463,65
467467,66
467469,67
467476,68
467478,99
467486,64
467491,65
467496,65
467498,64
467500,90
467503,68
467505,72
467511,66
467515,65
467523,74
467525,64
467526,63
467532,74
467534,70
467536,68
467539,64
467542,76
467545,69
467553,74
467557,67
467562,63
467566,62
467568,78
467570,79
467571,72
467578,62
467585,71
467587,63
467588,55
467589,64
467596,63
467601,82
467603,98
467605,64
467609,65
467611,83
467612,65
467620,81
467622,66
467623,85
467626,68
467628,63
467632,72
467640,67
467642,77
467646,62
467649,71
467675,69
467694,78
467705,70
467796,24
467851,57
467854,33
467863,45
467867,52
467868,56
467869,64
467871,52
467872,56
467876,32
467884,45
467930,55
467934,43
467948,69
467955,85
467957,47
467959,50
467964,57
467965,62
467967,34
467968,32
467969,34
467970,31
467971,31
467972,40
467973,67
467974,31
467975,32
467980,31
467981,32
467982,44
467983,72
467984,63
467986,75
467987,31
467991,59
467992,31
467993,31
467995,82
467997,94
467998,31
467999,34
468002,34
468053,32
468074,57
468077,66
468094,33
468098,52
468107,44
468122,35
468123,34
468124,35
468126,74
468139,33
468140,65
468182,32
468311,33
468324,34
468396,33
468406,75
468408,46
468413,33
468446,33
468471,22
468488,22
468538,22
468582,23
468587,22
468684,45
468691,45
468710,46
468713,46
468727,88
468730,46
468748,44
468751,49
468784,64
468801,41
468840,80
468845,71
468868,43
468879,77
468897,47
468904,78
468920,48
469172,58
469180,70
469198,46
469213,57
469215,35
469216,45
469223,46
469235,47
469239,53
469278,49
469305,88
469323,44
469327,48
469328,52
469331,66
469356,44
469361,41
469397,50
469410,57
469413,72
469416,72
469417,74
469418,45
469429,84
469434,68
469438,89
469440,62
469451,63
469453,64
469455,65
469457,59
469459,77
469460,82
469469,91
469473,74
469476,43
469489,53
469490,74
469491,61
469495,69
469496,67
469497,62
469499,65
469500,62
469501,62
469503,63
469506,82
469508,72
469510,62
469511,65
469525,72
469528,46
469530,84
469532,67
469535,82
469536,79
469537,61
469538,68
469540,64
469541,63
469544,66
469545,62
469546,73
469548,64
469555,72
469557,63
469564,80
469569,92
469570,69
469573,63
469576,61
469581,59
469582,55
469584,64
469586,66
469588,67
469590,67
469592,83
469593,64
469596,84
469597,67
469598,57
469599,82
469600,65
469601,62
469602,75
469604,82
469606,55
469607,67
469609,55
469611,54
469614,67
469615,82
469620,84
469621,65
469622,71
469623,63
469628,61
469629,80
469632,42
469633,77
469634,56
469635,73
469638,56
469640,83
469642,65
469643,75
469646,62
469648,80
469649,80
469650,61
469651,68
469653,82
469655,56
469660,71
469662,71
469663,88
469665,70
469667,68
469669,64
469671,73
469919,67
469920,63
469921,56
469931,62
469932,55
469936,81
469938,42
469948,55
469966,29
469989,54
470016,60
470031,60
470052,54
470053,27
470056,33
470057,50
470060,34
470061,27
470063,29
470064,62
470067,64
470071,38
470083,89
470086,59
470087,78
470088,56
470097,83
470098,31
470102,51
470109,34
470110,47
470111,62
470112,54
470113,32
470115,31
470117,32
470119,70
470121,64
470123,38
470144,41
470221,54
470224,58
470357,55
470425,23
470568,23
470594,22
470639,71
470641,72
470691,65
470698,56
470702,72
470718,46
470750,46
470806,77
470877,91
470948,47
470975,52
470983,100
470986,60
470991,44
471142,74
471144,67
471173,74
471186,45
471193,44
471238,72
471253,43
471307,64
471318,42
471330,59
471350,43
471381,61
471382,81
471383,67
471385,69
471386,77
471387,64
471388,61
471395,62
471397,62
471398,63
471405,69
471407,62
471408,68
471413,76
471417,53
471418,64
471420,67
471430,66
471432,64
471440,74
471444,72
471448,87
471453,63
471457,64
471466,70
471469,67
471472,42
471475,67
471479,64
471484,76
471486,65
471488,64
471491,48
471493,61
471497,63
471504,72
471506,65
471508,71
471510,59
471512,61
471514,45
471515,64
471517,85
471519,66
471530,66
471532,72
471533,65
471534,69
471540,66
471547,78
471561,63
471571,63
471572,64
471574,64
471584,69
471585,45
471588,65
471592,68
471594,71
471599,78
471602,56
471607,66
471618,69
471623,67
471627,67
471668,24
471855,56
471860,32
471870,32
471885,36
471890,40
471892,50
471896,63
471899,60
471900,77
471911,87
471937,63
471953,59
471972,65
472001,55
472004,33
472007,61
472021,58
472073,60
472320,65
472409,22
472445,22
472527,22
472598,86
472599,63
472601,65
472605,77
472608,70
472619,43
472623,62
472629,71
472630,53
472636,45
472638,45
472639,65
472642,61
472644,67
472646,62
472648,42
472658,63
472667,57
472689,61
472691,78
472693,68
472695,45
472696,61
472698,76
472699,74
472705,80
472709,63
472716,61
472723,69
472726,63
472730,88
472732,68
472737,76
472740,66
472745,68
472754,64
472759,70
472773,64
472775,66
472781,64
472786,52
472820,47
472823,65
472834,58
473075,41
473104,53
473111,42
473166,61
473178,47
473208,47
473213,45
473232,69
473233,76
473255,63
473271,73
473281,40
473329,67
473330,48
473341,55
473359,63
473373,63
473375,83
473380,65
473382,85
473391,61
473393,64
473395,67
473397,65
473405,51
473406,77
473415,63
473419,68
473421,66
473437,64
473444,67
473447,69
473454,71
473460,73
473466,74
473470,66
473472,71
473473,74
473482,63
473486,82
473487,90
473489,71
473499,76
473501,73
473504,71
473505,49
473510,62
473513,67
473531,62
473533,73
473542,76
473552,60
473554,55
473556,73
473558,78
473564,39
473573,64
473575,65
473621,23
473697,24
473803,51
473807,72
473809,39
473813,38
473841,58
473901,35
473911,50
473917,53
473921,27
473934,38
473936,44
473937,64
473942,35
473948,35
473964,57
473968,84
473973,37
473976,33
473977,33
473979,51
473982,63
473993,27
474037,55
474045,61
474048,75
474079,35
474240,28
474245,31
474449,22
474527,43
474529,85
474531,81
474536,73
474539,71
474544,78
474553,76
474556,71
474558,77
474559,77
474560,53
474562,65
474565,73
474568,66
474569,61
474578,71
474581,89
474588,84
474590,84
474592,69
474597,81
474619,71
474622,74
474626,77
474633,66
474652,79
474659,69
474662,58
474663,82
474664,82
474671,71
474686,90
474688,68
474694,42
474696,70
474705,78
474708,70
474711,51
474723,74
474725,69
474727,70
474729,58
474735,56
474740,48
474743,56
474744,48
474752,63
474754,61
474760,52
474761,77
474762,51
474768,74
474771,62
474778,73
474779,81
475007,64
475008,67
475029,44
475034,55
475038,76
475039,69
475042,67
475044,56
475056,77
475078,73
475089,71
475126,56
475132,49
475161,59
475165,58
475177,60
475179,89
475271,79
475274,63
475286,73
475288,65
475289,86
475291,48
475294,73
475305,87
475308,87
475325,72
475326,43
475333,77
475334,68
475339,73
475341,83
475345,88
475349,77
475369,81
475371,71
475377,68
475381,90
475385,91
475392,70
475397,50
475420,62
475423,76
475425,74
475434,72
475439,64
475440,88
475443,75
475447,71
475457,63
475458,67
475461,70
475463,66
475474,54
475481,78
475486,69
475489,49
475490,74
475494,68
475500,72
475505,82
475781,36
475819,58
475830,37
475835,55
475840,57
475842,46
475851,27
475863,32
475864,33
475875,31
475895,42
475953,56
475967,59
475997,56
476074,41
476088,34
476104,41
476121,37
476132,60
476133,45
476151,61
476167,56
476171,31
476185,32
476188,38
476308,22
476319,23
476355,22
476372,22
476399,23
476424,22
476446,73
476454,74
476455,49
476466,81
476469,75
476472,57
476481,88
476499,44
476502,63
476507,63
476509,61
476525,74
476526,65
476531,65
476543,65
476546,66
476547,62
476551,76
476566,49
476571,75
476573,69
